Origin,CRSElapsedTime,AirTime,Distance,Year,IsWeekend,Season,CRSArr_TimeOfDay,CRSDep_TimeOfDay,dest_temperature_2m_mean,dest_wind_speed_10m_max,dest_wind_gusts_10m_max,dest_precipitation_sum,dest_rain_sum,dest_snowfall_sum,dest_precipitation_hours,dest_weather_code,dest_temperature_2m_range,origin_temperature_2m_mean,origin_wind_speed_10m_max,origin_wind_gusts_10m_max,origin_precipitation_sum,origin_rain_sum,origin_snowfall_sum,origin_precipitation_hours,origin_weather_code,origin_temperature_2m_range,airline_name,SinMonth,CosMonth,SinDay,CosDay
TPA,153.0,115.0,920.0,2022,1,Winter,Afternoon,Morning,-19.2,7.5,22.7,0.0,0.0,0.0,0.0,3,10.5,19.5,13.4,23.0,0.0,0.0,0.0,0.0,3,9.7,Frontier Airlines Inc.,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203
PVD,83.0,58.0,237.0,2022,0,Summer,Evening,Afternoon,0.8,10.6,55.4,0.0,0.0,0.0,0.0,0,11.399999999999999,15.9,16.2,33.8,0.7,0.7,0.0,4.0,51,4.600000000000001,PSA Airlines Inc.,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306
ORD,129.0,87.0,678.0,2024,0,Fall,Night,Evening,-2.3,8.5,25.9,0.2,0.2,0.0,2.0,51,10.9,13.8,15.3,34.6,0.0,0.0,0.0,0.0,3,10.2,United Air Lines Inc.,-0.8660254037844386,0.5000000000000001,0.0,1.0
SRQ,157.0,126.0,957.0,2024,0,Winter,Night,Night,-8.6,12.5,65.9,0.0,0.0,0.0,0.0,3,19.200000000000003,17.2,16.6,24.1,0.0,0.0,0.0,0.0,3,7.699999999999999,Frontier Airlines Inc.,0.8660254037844386,0.5000000000000001,0.5712682150947923,0.8207634412072763
SJU,248.0,206.0,1576.0,2020,0,Fall,Evening,Afternoon,0.4,8.3,29.9,2.0,1.6,0.28,6.0,73,12.3,27.6,13.5,40.0,2.4,2.4,0.0,4.0,55,7.699999999999999,Spirit Air Lines,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
RSW,162.0,134.0,993.0,2025,0,Spring,Evening,Evening,-2.4,11.6,60.8,0.0,0.0,0.0,0.0,3,11.299999999999999,20.8,17.0,39.2,0.0,0.0,0.0,0.0,2,15.2,American Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.0,1.0
MIA,172.0,139.0,1013.0,2023,1,Spring,Afternoon,Morning,2.2,14.4,62.6,1.5,0.3,0.84,2.0,75,12.0,26.3,14.3,31.0,3.5,3.5,0.0,6.0,55,8.700000000000003,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.8486442574947509,0.5289640103269624
DEN,220.0,193.0,1558.0,2024,1,Spring,Afternoon,Morning,1.6,16.5,78.1,0.1,0.1,0.0,1.0,51,13.0,14.9,25.1,48.6,1.8,1.8,0.0,2.0,61,13.200000000000001,United Air Lines Inc.,0.49999999999999994,-0.8660254037844387,0.9377521321470804,0.3473052528448203
IAH,200.0,175.0,1325.0,2021,1,Winter,Evening,Afternoon,-14.7,8.5,22.3,0.0,0.0,0.0,0.0,3,11.5,20.4,20.2,38.9,0.4,0.4,0.0,2.0,51,8.400000000000002,Republic Airline,-2.4492935982947064e-16,1.0,0.9377521321470804,0.3473052528448203
SJU,247.0,203.0,1576.0,2024,0,Summer,Morning,Night,-1.6,9.6,28.1,1.8,1.1,0.49,7.0,73,7.2,27.7,16.2,24.1,0.9,0.9,0.0,4.0,51,3.6999999999999993,Spirit Air Lines,1.2246467991473532e-16,-1.0,0.5712682150947923,0.8207634412072763
SAN,317.0,291.0,2370.0,2022,0,Fall,Evening,Morning,3.3,9.0,36.4,2.1,1.9,0.14,5.0,71,10.5,25.0,19.6,36.4,0.0,0.0,0.0,0.0,1,9.200000000000003,American Airlines Inc.,-1.0,-1.8369701987210297e-16,0.5712682150947923,0.8207634412072763
IAH,209.0,185.0,1325.0,2021,0,Summer,Afternoon,Afternoon,5.5,8.7,37.8,3.5,3.5,0.0,6.0,53,8.7,28.6,16.7,33.1,0.0,0.0,0.0,0.0,3,8.299999999999997,SkyWest Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.72479278722912,0.6889669190756866
FLL,153.0,139.0,992.0,2020,0,Summer,Afternoon,Morning,7.0,10.2,56.2,0.2,0.2,0.0,2.0,51,11.6,27.9,12.3,29.2,1.0,1.0,0.0,7.0,51,4.599999999999998,JetBlue Airways,-0.4999999999999998,-0.8660254037844388,0.39435585511331855,0.9189578116202306
DEN,216.0,176.0,1558.0,2025,0,Spring,Night,Evening,2.0,10.9,34.2,0.0,0.0,0.0,0.0,3,13.0,13.5,22.0,50.4,2.8,2.8,0.0,11.0,53,18.9,United Air Lines Inc.,0.8660254037844387,-0.49999999999999983,0.0,1.0
CLT,103.0,66.0,449.0,2021,0,Summer,Night,Night,4.8,10.2,54.0,0.0,0.0,0.0,0.0,2,10.6,21.6,13.3,29.5,0.1,0.1,0.0,1.0,51,8.0,American Airlines Inc.,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306
SAN,324.0,284.0,2370.0,2025,0,Summer,Evening,Morning,9.9,11.6,36.4,0.0,0.0,0.0,0.0,3,16.3,20.4,12.2,37.1,0.0,0.0,0.0,0.0,1,6.600000000000001,American Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.5712682150947923,0.8207634412072763
RDU,86.0,53.0,337.0,2023,0,Spring,Morning,Morning,0.7,12.4,51.5,0.2,0.0,0.14,2.0,71,9.8,18.2,20.0,43.9,0.0,0.0,0.0,0.0,3,12.099999999999998,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.5712682150947923,0.8207634412072763
BDL,78.0,60.0,196.0,2022,0,Winter,Evening,Afternoon,-19.0,9.8,46.4,0.0,0.0,0.0,0.0,3,15.899999999999999,-0.6,13.4,26.3,2.6,2.6,0.0,4.0,61,9.899999999999999,PSA Airlines Inc.,-2.4492935982947064e-16,1.0,0.5712682150947923,0.8207634412072763
MSP,155.0,119.0,980.0,2020,0,Fall,Night,Evening,4.9,9.0,34.9,0.0,0.0,0.0,0.0,1,11.399999999999999,9.9,14.1,31.7,1.7,1.7,0.0,5.0,53,6.000000000000001,Endeavor Air Inc.,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
TPA,158.0,123.0,920.0,2025,1,Winter,Afternoon,Morning,-16.8,8.9,21.6,0.0,0.0,0.0,0.0,3,14.4,16.2,9.0,19.1,0.0,0.0,0.0,0.0,3,12.3,Frontier Airlines Inc.,0.8660254037844386,0.5000000000000001,0.9377521321470804,0.3473052528448203
PBI,157.0,125.0,951.0,2023,0,Spring,Afternoon,Afternoon,-12.2,7.9,33.8,0.0,0.0,0.0,0.0,3,9.600000000000001,25.0,38.6,63.7,0.0,0.0,0.0,0.0,3,7.599999999999998,American Airlines Inc.,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866
MDW,115.0,85.0,668.0,2021,1,Fall,Afternoon,Afternoon,-13.9,10.5,61.2,0.0,0.0,0.0,0.0,2,11.4,8.3,10.6,21.6,0.2,0.2,0.0,1.0,51,8.0,Southwest Airlines Co.,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
EWR,74.0,32.0,80.0,2024,0,Spring,Afternoon,Afternoon,-16.6,11.3,35.6,0.0,0.0,0.0,0.0,3,19.0,6.8,22.4,40.7,0.0,0.0,0.0,0.0,3,10.799999999999999,Republic Airline,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866
DFW,201.0,153.0,1303.0,2024,0,Winter,Morning,Morning,-20.4,11.2,27.7,0.0,0.0,0.0,0.0,0,16.9,4.7,10.6,21.6,0.0,0.0,0.0,0.0,3,8.2,American Airlines Inc.,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866
ATL,119.0,84.0,666.0,2021,1,Fall,Night,Night,-19.2,8.4,23.0,0.0,0.0,0.0,0.0,2,14.5,7.2,20.6,38.2,0.0,0.0,0.0,0.0,2,9.8,Delta Air Lines Inc.,-0.5000000000000004,0.8660254037844384,0.8486442574947509,0.5289640103269624
DTW,95.0,71.0,453.0,2022,1,Fall,Night,Night,-9.3,9.5,71.3,0.0,0.0,0.0,0.0,3,10.899999999999999,5.5,23.7,44.3,19.6,19.6,0.0,11.0,63,3.0,Delta Air Lines Inc.,-0.5000000000000004,0.8660254037844384,0.9377521321470804,0.3473052528448203
PWM,91.0,72.0,364.0,2022,0,Summer,Afternoon,Afternoon,8.0,12.3,49.3,6.6,5.4,0.84,5.0,75,10.9,22.3,17.2,41.4,0.5,0.5,0.0,3.0,51,8.799999999999997,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.20129852008866006,0.9795299412524945
BNA,123.0,81.0,675.0,2020,0,Spring,Night,Evening,-9.6,6.2,23.4,0.0,0.0,0.0,0.0,3,14.1,15.1,21.1,59.8,14.6,14.6,0.0,13.0,63,5.100000000000001,Frontier Airlines Inc.,1.0,6.123233995736766e-17,0.20129852008866006,0.9795299412524945
CHS,104.0,82.0,550.0,2023,0,Summer,Morning,Morning,8.1,9.2,29.9,1.7,1.7,0.0,6.0,53,10.2,27.2,18.9,36.4,0.0,0.0,0.0,0.0,3,5.600000000000001,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.39435585511331855,0.9189578116202306
LEX,109.0,84.0,520.0,2025,0,Spring,Evening,Evening,6.8,15.4,48.6,0.0,0.0,0.0,0.0,3,12.7,16.1,14.9,29.9,10.6,10.6,0.0,10.0,63,9.200000000000001,PSA Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.5712682150947923,0.8207634412072763
SJU,236.0,204.0,1576.0,2023,0,Fall,Morning,Night,2.2,13.3,56.5,0.3,0.3,0.0,1.0,51,12.0,29.0,25.5,33.1,0.0,0.0,0.0,0.0,3,5.199999999999999,Spirit Air Lines,-1.0,-1.8369701987210297e-16,0.20129852008866006,0.9795299412524945
PIT,81.0,43.0,268.0,2020,1,Spring,Morning,Morning,-2.2,8.3,52.6,12.5,1.1,7.98,11.0,75,6.199999999999999,18.0,21.0,53.6,3.7,3.7,0.0,6.0,61,9.799999999999999,Republic Airline,0.49999999999999994,-0.8660254037844387,0.9377521321470804,0.3473052528448203
ATL,113.0,90.0,666.0,2021,0,Winter,Night,Night,-10.0,7.6,54.4,0.0,0.0,0.0,0.0,0,8.2,4.9,17.3,34.6,1.7,1.7,0.0,6.0,53,3.7,Delta Air Lines Inc.,0.49999999999999994,0.8660254037844387,0.20129852008866006,0.9795299412524945
CHS,107.0,77.0,550.0,2024,0,Summer,Afternoon,Afternoon,7.5,8.8,28.8,1.0,1.0,0.0,2.0,53,10.2,28.2,16.8,33.8,0.1,0.1,0.0,1.0,51,8.2,American Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.20129852008866006,0.9795299412524945
MCO,147.0,115.0,861.0,2020,0,Winter,Morning,Morning,-22.8,7.9,26.6,0.0,0.0,0.0,0.0,3,8.100000000000001,18.6,23.9,46.4,0.3,0.3,0.0,1.0,51,11.7,American Airlines Inc.,-2.4492935982947064e-16,1.0,0.39435585511331855,0.9189578116202306
CLE,88.0,53.0,363.0,2020,0,Summer,Morning,Morning,11.1,11.1,46.1,0.0,0.0,0.0,0.0,3,11.9,20.8,17.5,39.6,0.4,0.4,0.0,3.0,51,8.200000000000001,Republic Airline,-0.8660254037844384,-0.5000000000000004,0.72479278722912,0.6889669190756866
ATL,111.0,85.0,666.0,2022,1,Winter,Night,Evening,-15.6,8.8,26.6,0.0,0.0,0.0,0.0,3,15.3,8.4,21.2,39.6,5.0,5.0,0.0,5.0,61,14.3,Delta Air Lines Inc.,0.49999999999999994,0.8660254037844387,0.9377521321470804,0.3473052528448203
TPA,152.0,118.0,920.0,2020,0,Winter,Evening,Afternoon,-15.0,7.1,35.3,0.0,0.0,0.0,0.0,3,9.299999999999999,22.4,25.4,47.2,0.1,0.1,0.0,1.0,51,6.899999999999999,American Airlines Inc.,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866
SDF,116.0,81.0,576.0,2023,0,Spring,Afternoon,Afternoon,-4.1,11.1,63.4,1.8,0.0,1.26,11.0,73,9.299999999999999,12.7,9.6,24.1,0.0,0.0,0.0,0.0,3,17.1,PSA Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.5712682150947923,0.8207634412072763
CLT,94.0,65.0,449.0,2024,1,Winter,Evening,Afternoon,-12.2,16.3,83.2,6.1,0.0,4.27,24.0,73,5.799999999999999,9.7,21.0,41.4,0.0,0.0,0.0,0.0,3,6.0,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
DTW,104.0,84.0,453.0,2025,0,Summer,Morning,Morning,6.3,8.3,31.0,6.0,6.0,0.0,15.0,53,9.399999999999999,26.5,14.1,37.1,5.2,5.2,0.0,7.0,61,6.299999999999997,PSA Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.39435585511331855,0.9189578116202306
MKE,119.0,91.0,690.0,2024,0,Spring,Afternoon,Morning,-3.9,9.1,31.7,0.0,0.0,0.0,0.0,3,11.0,1.4,33.7,57.2,0.0,0.0,0.0,0.0,3,8.5,PSA Airlines Inc.,1.0,6.123233995736766e-17,0.39435585511331855,0.9189578116202306
MCO,151.0,120.0,861.0,2023,0,Summer,Afternoon,Morning,4.9,11.2,34.9,2.4,2.4,0.0,9.0,55,8.2,28.1,16.7,40.0,2.9,2.9,0.0,7.0,55,9.5,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.39435585511331855,0.9189578116202306
IAH,205.0,189.0,1325.0,2022,0,Spring,Evening,Afternoon,-0.6,9.0,39.2,2.8,0.3,1.75,9.0,73,11.8,24.0,27.1,51.8,2.4,2.4,0.0,9.0,55,6.400000000000002,Republic Airline,0.8660254037844387,-0.49999999999999983,0.72479278722912,0.6889669190756866
BNA,121.0,97.0,675.0,2022,0,Winter,Afternoon,Morning,-14.8,8.1,33.1,0.4,0.0,0.35,2.0,73,11.600000000000001,1.9,22.4,45.4,0.4,0.0,0.28,4.0,71,5.4,Republic Airline,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866
BOS,103.0,69.0,280.0,2025,0,Spring,Evening,Evening,-3.2,10.6,37.4,0.0,0.0,0.0,0.0,3,17.1,3.7,28.7,72.7,2.0,2.0,0.0,10.0,53,5.3999999999999995,JetBlue Airways,0.8660254037844387,-0.49999999999999983,0.20129852008866006,0.9795299412524945
SJU,246.0,221.0,1576.0,2023,1,Fall,Morning,Night,-6.1,11.0,32.0,0.0,0.0,0.0,0.0,3,16.3,27.3,20.2,29.9,8.8,8.8,0.0,8.0,63,3.6000000000000014,Spirit Air Lines,-0.8660254037844386,0.5000000000000001,0.8486442574947509,0.5289640103269624
IAH,190.0,165.0,1325.0,2021,1,Fall,Night,Evening,-16.0,9.4,29.5,0.0,0.0,0.0,0.0,3,16.099999999999998,13.8,14.8,27.0,0.0,0.0,0.0,0.0,0,11.6,United Air Lines Inc.,-0.5000000000000004,0.8660254037844384,0.8486442574947509,0.5289640103269624
CLT,97.0,65.0,449.0,2023,1,Spring,Morning,Morning,-3.2,8.4,59.4,0.1,0.0,0.07,1.0,71,7.3,8.6,22.9,42.1,8.8,8.8,0.0,6.0,63,11.2,American Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.9377521321470804,0.3473052528448203
MSP,151.0,115.0,980.0,2024,1,Summer,Night,Evening,9.5,8.4,28.1,3.7,3.7,0.0,9.0,61,8.3,23.5,23.2,46.4,4.5,4.5,0.0,5.0,61,10.2,Delta Air Lines Inc.,-0.8660254037844384,-0.5000000000000004,0.9377521321470804,0.3473052528448203
CLT,106.0,77.0,449.0,2021,0,Summer,Evening,Evening,8.1,10.4,60.8,0.0,0.0,0.0,0.0,3,11.7,28.5,13.0,30.2,0.1,0.1,0.0,1.0,51,12.200000000000003,American Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.72479278722912,0.6889669190756866
TPA,162.0,120.0,920.0,2025,0,Summer,Night,Night,7.6,7.7,26.3,2.3,2.3,0.0,8.0,53,10.2,30.1,9.9,24.1,3.1,3.1,0.0,6.0,53,5.799999999999997,Frontier Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.5712682150947923,0.8207634412072763
BTV,90.0,56.0,335.0,2022,1,Fall,Afternoon,Afternoon,-10.9,12.5,90.4,0.0,0.0,0.0,0.0,3,10.3,3.7,24.6,49.7,0.2,0.2,0.0,2.0,51,7.1,PSA Airlines Inc.,-0.5000000000000004,0.8660254037844384,0.8486442574947509,0.5289640103269624
TPA,154.0,132.0,920.0,2024,0,Spring,Evening,Evening,2.4,10.1,45.4,0.6,0.1,0.35,5.0,71,11.7,29.4,20.4,41.4,0.2,0.2,0.0,1.0,51,12.8,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.72479278722912,0.6889669190756866
ROC,83.0,58.0,257.0,2023,0,Fall,Afternoon,Afternoon,-14.4,9.2,25.9,0.0,0.0,0.0,0.0,3,11.6,4.8,17.9,34.6,0.0,0.0,0.0,0.0,3,14.799999999999999,Republic Airline,-0.5000000000000004,0.8660254037844384,0.39435585511331855,0.9189578116202306
GSP,112.0,79.0,515.0,2023,0,Summer,Morning,Morning,6.4,10.2,40.3,2.9,2.5,0.28,4.0,73,9.799999999999999,25.7,11.5,28.8,0.3,0.3,0.0,1.0,51,11.2,PSA Airlines Inc.,1.2246467991473532e-16,-1.0,0.72479278722912,0.6889669190756866
TPA,158.0,119.0,920.0,2025,1,Spring,Afternoon,Morning,-17.0,10.2,32.0,0.1,0.0,0.14,1.0,71,13.099999999999998,23.4,20.2,47.2,0.0,0.0,0.0,0.0,3,13.0,Frontier Airlines Inc.,1.0,6.123233995736766e-17,0.8486442574947509,0.5289640103269624
LAX,292.0,258.0,2402.0,2022,0,Winter,Evening,Morning,-15.4,7.6,47.9,0.0,0.0,0.0,0.0,3,6.199999999999999,13.1,10.0,17.3,0.3,0.3,0.0,3.0,51,3.9000000000000004,American Airlines Inc.,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866
ORD,131.0,94.0,678.0,2021,1,Summer,Night,Evening,6.9,6.5,38.5,1.6,1.6,0.0,4.0,55,10.100000000000001,27.2,25.4,53.3,1.6,1.6,0.0,6.0,53,6.900000000000002,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.9377521321470804,0.3473052528448203
IND,110.0,83.0,588.0,2020,0,Summer,Afternoon,Afternoon,7.1,10.2,67.0,0.4,0.4,0.0,1.0,51,10.5,26.5,18.3,42.8,17.0,17.0,0.0,7.0,65,7.699999999999999,PSA Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.0,1.0
CMH,91.0,60.0,406.0,2021,0,Fall,Afternoon,Morning,-13.0,9.4,41.0,0.0,0.0,0.0,0.0,3,13.0,9.0,19.9,38.5,0.0,0.0,0.0,0.0,3,9.6,PSA Airlines Inc.,-0.5000000000000004,0.8660254037844384,0.0,1.0
DFW,205.0,175.0,1303.0,2021,0,Summer,Afternoon,Morning,7.6,9.0,42.8,4.3,4.3,0.0,9.0,55,11.5,27.6,27.2,46.1,0.2,0.2,0.0,2.0,51,9.799999999999997,American Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.39435585511331855,0.9189578116202306
JAX,126.0,103.0,742.0,2024,0,Winter,Morning,Morning,-16.9,7.8,21.6,0.0,0.0,0.0,0.0,3,9.2,11.9,13.7,26.3,0.0,0.0,0.0,0.0,3,15.799999999999999,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.0,1.0
SDF,115.0,81.0,576.0,2024,0,Summer,Evening,Afternoon,5.3,11.9,43.9,0.1,0.1,0.0,1.0,51,10.9,19.7,9.9,14.8,0.0,0.0,0.0,0.0,3,17.3,PSA Airlines Inc.,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306
CLT,95.0,75.0,449.0,2022,0,Summer,Afternoon,Afternoon,5.7,6.3,36.7,3.5,3.1,0.28,7.0,73,8.899999999999999,25.9,17.2,37.4,2.4,2.4,0.0,7.0,55,8.3,American Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.39435585511331855,0.9189578116202306
MCO,150.0,127.0,861.0,2025,0,Spring,Afternoon,Afternoon,-3.0,5.4,23.8,7.3,0.3,4.9,7.0,75,7.8999999999999995,24.3,10.3,26.3,0.7,0.7,0.0,4.0,51,11.0,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.39435585511331855,0.9189578116202306
BGR,111.0,92.0,473.0,2023,0,Fall,Evening,Afternoon,6.5,12.8,47.9,0.0,0.0,0.0,0.0,0,14.0,19.7,12.9,29.2,5.3,5.3,0.0,8.0,61,4.699999999999999,American Airlines Inc.,-1.0,-1.8369701987210297e-16,0.5712682150947923,0.8207634412072763
PWM,90.0,71.0,364.0,2023,0,Fall,Evening,Afternoon,-2.7,15.7,77.4,2.3,0.1,1.54,11.0,73,11.7,15.1,13.1,30.6,0.0,0.0,0.0,0.0,3,8.500000000000002,American Airlines Inc.,-1.0,-1.8369701987210297e-16,0.72479278722912,0.6889669190756866
DEN,209.0,177.0,1558.0,2022,1,Spring,Night,Night,-2.2,7.9,32.4,0.0,0.0,0.0,0.0,3,11.7,9.7,33.7,60.8,0.0,0.0,0.0,0.0,3,16.799999999999997,Frontier Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.9377521321470804,0.3473052528448203
PIT,67.0,42.0,268.0,2023,0,Winter,Evening,Evening,-14.9,8.1,24.5,0.0,0.0,0.0,0.0,3,7.800000000000001,4.6,22.7,50.8,0.1,0.1,0.0,1.0,51,19.3,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866
RSW,155.0,137.0,993.0,2022,0,Winter,Evening,Evening,-19.1,9.1,26.3,0.0,0.0,0.0,0.0,3,15.399999999999999,21.8,17.4,32.0,0.0,0.0,0.0,0.0,1,11.299999999999997,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.0,1.0
SJU,248.0,205.0,1576.0,2022,0,Winter,Evening,Afternoon,-18.6,10.5,27.0,0.0,0.0,0.0,0.0,3,16.5,25.4,19.8,44.3,4.6,4.6,0.0,12.0,61,6.5,American Airlines Inc.,0.49999999999999994,0.8660254037844387,0.72479278722912,0.6889669190756866
FLL,169.0,124.0,992.0,2023,0,Summer,Afternoon,Afternoon,7.6,15.0,55.1,8.8,8.8,0.0,8.0,63,10.8,28.8,15.8,28.8,2.5,2.5,0.0,1.0,63,9.600000000000001,American Airlines Inc.,-0.4999999999999998,-0.8660254037844388,0.0,1.0
BOS,94.0,82.0,280.0,2023,0,Winter,Evening,Afternoon,-16.3,7.9,39.6,0.0,0.0,0.0,0.0,0,9.400000000000002,-1.7,17.7,31.0,0.0,0.0,0.0,0.0,3,8.9,American Airlines Inc.,0.8660254037844386,0.5000000000000001,0.20129852008866006,0.9795299412524945
SAN,316.0,282.0,2370.0,2025,0,Summer,Morning,Night,6.6,14.1,42.1,5.8,5.1,0.49,4.0,73,11.2,18.0,12.4,37.1,0.0,0.0,0.0,0.0,3,7.0,American Airlines Inc.,1.2246467991473532e-16,-1.0,0.20129852008866006,0.9795299412524945
IAH,190.0,140.0,1325.0,2023,0,Spring,Night,Evening,-12.2,7.9,33.8,0.0,0.0,0.0,0.0,3,9.600000000000001,18.1,32.0,60.5,3.6,3.6,0.0,4.0,63,11.100000000000001,United Air Lines Inc.,1.0,6.123233995736766e-17,0.72479278722912,0.6889669190756866
LGA,71.0,30.0,96.0,2024,0,Summer,Evening,Evening,12.1,9.7,32.4,0.0,0.0,0.0,0.0,3,10.700000000000001,27.4,20.6,38.5,0.2,0.2,0.0,1.0,51,14.599999999999998,Republic Airline,-0.8660254037844384,-0.5000000000000004,0.5712682150947923,0.8207634412072763
SEA,308.0,273.0,2378.0,2025,1,Summer,Morning,Night,-2.6,8.7,39.6,14.7,0.9,9.66,18.0,75,2.6,12.8,15.9,37.1,1.5,1.5,0.0,2.0,53,8.700000000000001,American Airlines Inc.,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203
DEN,200.0,181.0,1558.0,2023,0,Fall,Evening,Afternoon,-11.2,5.9,19.8,0.0,0.0,0.0,0.0,3,6.4,-2.1,13.3,24.5,0.0,0.0,0.0,0.0,3,9.0,Southwest Airlines Co.,-0.5000000000000004,0.8660254037844384,0.5712682150947923,0.8207634412072763
CLT,98.0,66.0,449.0,2023,0,Fall,Evening,Evening,-0.8,8.9,29.9,0.0,0.0,0.0,0.0,3,10.7,22.1,10.0,17.6,0.0,0.0,0.0,0.0,3,10.900000000000002,American Airlines Inc.,-1.0,-1.8369701987210297e-16,0.0,1.0
BOS,95.0,57.0,280.0,2025,0,Spring,Evening,Evening,-2.7,10.9,41.8,1.3,0.2,0.77,5.0,73,10.9,1.3,26.1,61.6,0.0,0.0,0.0,0.0,2,10.4,American Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.39435585511331855,0.9189578116202306
BOS,96.0,55.0,280.0,2022,0,Summer,Night,Evening,14.4,10.3,40.0,0.1,0.1,0.0,1.0,51,10.999999999999998,24.1,21.3,38.2,1.6,1.6,0.0,1.0,61,9.8,JetBlue Airways,-0.4999999999999998,-0.8660254037844388,0.20129852008866006,0.9795299412524945
ORD,129.0,89.0,678.0,2020,1,Summer,Evening,Afternoon,-0.3,10.2,66.6,2.9,0.1,1.96,4.0,73,8.1,23.8,12.5,27.7,16.5,16.5,0.0,10.0,65,8.900000000000002,American Airlines Inc.,1.2246467991473532e-16,-1.0,0.9377521321470804,0.3473052528448203
TPA,154.0,109.0,920.0,2023,0,Winter,Afternoon,Morning,-13.5,14.1,51.8,0.0,0.0,0.0,0.0,3,11.9,13.9,19.9,35.6,0.0,0.0,0.0,0.0,3,5.100000000000001,Frontier Airlines Inc.,-2.4492935982947064e-16,1.0,0.72479278722912,0.6889669190756866
PNS,145.0,127.0,935.0,2024,1,Spring,Evening,Afternoon,2.3,9.7,34.6,0.8,0.0,0.56,1.0,73,8.9,16.7,15.3,29.2,0.0,0.0,0.0,0.0,0,12.7,American Airlines Inc.,0.8660254037844387,-0.49999999999999983,0.8486442574947509,0.5289640103269624
DCA,61.0,33.0,119.0,2021,0,Summer,Evening,Afternoon,4.8,10.2,54.0,0.0,0.0,0.0,0.0,2,10.6,18.3,13.6,25.9,0.0,0.0,0.0,0.0,3,11.5,Republic Airline,1.2246467991473532e-16,-1.0,0.39435585511331855,0.9189578116202306
PBI,157.0,134.0,951.0,2020,1,Summer,Afternoon,Afternoon,11.6,7.8,30.2,2.8,2.8,0.0,8.0,55,9.5,27.4,15.9,31.3,4.3,4.3,0.0,7.0,61,5.600000000000001,American Airlines Inc.,-0.8660254037844384,-0.5000000000000004,0.8486442574947509,0.5289640103269624
ATL,118.0,105.0,666.0,2022,0,Fall,Morning,Morning,-8.0,8.5,33.1,0.0,0.0,0.0,0.0,1,10.100000000000001,10.0,9.5,20.2,0.0,0.0,0.0,0.0,1,15.0,Delta Air Lines Inc.,-0.8660254037844386,0.5000000000000001,0.72479278722912,0.6889669190756866
PWM,98.0,69.0,364.0,2020,1,Fall,Evening,Afternoon,5.3,8.6,31.3,0.0,0.0,0.0,0.0,2,11.1,15.8,24.2,57.6,0.0,0.0,0.0,0.0,3,8.400000000000002,PSA Airlines Inc.,-1.0,-1.8369701987210297e-16,0.9377521321470804,0.3473052528448203
MCI,156.0,123.0,1038.0,2023,0,Spring,Evening,Afternoon,-6.5,11.6,72.7,0.0,0.0,0.0,0.0,3,11.5,15.9,19.5,38.2,8.7,8.7,0.0,12.0,63,13.200000000000001,American Airlines Inc.,0.49999999999999994,-0.8660254037844387,0.72479278722912,0.6889669190756866
